t,Re_c,Im_c,abs_c,rho2,V_mem_x0
73.720000,4.182721437762e-01,4.539695623969e-01,6.172843346805e-01,4.311615241146e-01,0.000000000000e+00
73.730000,4.191317315618e-01,4.578921003084e-01,6.207548501033e-01,4.294732516643e-01,0.000000000000e+00
73.740000,4.199675300610e-01,4.618082941753e-01,6.242112037401e-01,4.278546182811e-01,0.000000000000e+00
73.750000,4.207807663001e-01,4.657173689752e-01,6.276536632995e-01,4.263011747833e-01,0.000000000000e+00
73.760000,4.215727125108e-01,4.696185639989e-01,6.310825204251e-01,4.248085172281e-01,0.000000000000e+00
73.770000,4.223446806579e-01,4.735111332967e-01,6.344980871807e-01,4.233723315013e-01,0.000000000000e+00
73.780000,4.230980168032e-01,4.773943461750e-01,6.379006925710e-01,4.219884345385e-01,0.000000000000e+00
73.790000,4.238340953451e-01,4.812674877440e-01,6.412906791279e-01,4.206528119073e-01,0.000000000000e+00
73.800000,4.245543131766e-01,4.851298595114e-01,6.446683995873e-01,4.193616515347e-01,0.000000000000e+00
73.810000,4.252600837997e-01,4.889807800196e-01,6.480342136816e-01,4.181113734270e-01,0.000000000000e+00
73.820000,4.259528314353e-01,4.928195855175e-01,6.513884850667e-01,4.168986552866e-01,0.000000000000e+00
73.830000,4.266339851670e-01,4.966456306607e-01,6.547315783998e-01,4.157204539881e-01,0.000000000000e+00
73.840000,4.273049731520e-01,5.004582892295e-01,6.580638565815e-01,4.145740229346e-01,0.000000000000e+00
73.850000,4.279672169345e-01,5.042569548543e-01,6.613856781709e-01,4.134569253660e-01,0.000000000000e+00
73.860000,4.286221258900e-01,5.080410417376e-01,6.646973949793e-01,4.123670437424e-01,0.000000000000e+00
73.870000,4.292710918298e-01,5.118099853595e-01,6.679993498458e-01,4.113025853708e-01,0.000000000000e+00
73.880000,4.299154837885e-01,5.155632431567e-01,6.712918745936e-01,4.102620844829e-01,0.000000000000e+00
73.890000,4.305566430169e-01,5.193002951618e-01,6.745752881637e-01,4.092444010073e-01,0.000000000000e+00
73.900000,4.311958781977e-01,5.230206445917e-01,6.778498949206e-01,4.082487163077e-01,0.000000000000e+00
73.910000,4.318344608997e-01,5.267238183753e-01,6.811159831221e-01,4.072745261809e-01,0.000000000000e+00
73.920000,4.324736212794e-01,5.304093676103e-01,6.843738235433e-01,4.063216314246e-01,0.000000000000e+00
73.930000,4.331145440413e-01,5.340768679411e-01,6.876236682444e-01,4.053901262950e-01,0.000000000000e+00
73.940000,4.337583646597e-01,5.377259198507e-01,6.908657494706e-01,4.044803851777e-01,0.000000000000e+00
73.950000,4.344061658656e-01,5.413561488615e-01,6.941002786718e-01,4.035930477906e-01,0.000000000000e+00
73.960000,4.350589743972e-01,5.449672056410e-01,6.973274456292e-01,4.027290032338e-01,0.000000000000e+00
73.970000,4.357177580135e-01,5.485587660111e-01,7.005474176785e-01,4.018893731838e-01,0.000000000000e+00
73.980000,4.363834227644e-01,5.521305308608e-01,7.037603390162e-01,4.010754945142e-01,0.000000000000e+00
73.990000,4.370568105119e-01,5.556822259637e-01,7.069663300800e-01,4.002889016028e-01,0.000000000000e+00
74.000000,4.377386966963e-01,5.592136017040e-01,7.101654869931e-01,3.995313085608e-01,0.000000000000e+00
74.010000,4.384297883362e-01,5.627244327164e-01,7.133578810643e-01,3.988045915926e-01,0.000000000000e+00
74.020000,4.391307222570e-01,5.662145174455e-01,7.165435583383e-01,3.981107716654e-01,0.000000000000e+00
74.030000,4.398420635349e-01,5.696836776342e-01,7.197225391896e-01,3.974519976406e-01,0.000000000000e+00
74.040000,4.405643041505e-01,5.731317577477e-01,7.228948179580e-01,3.968305299871e-01,0.000000000000e+00
74.050000,4.412978618420e-01,5.765586243449e-01,7.260603626234e-01,3.962487251684e-01,0.000000000000e+00
74.060000,4.420430791492e-01,5.799641654071e-01,7.292191145191e-01,3.957090207684e-01,0.000000000000e+00
74.070000,4.428002226428e-01,5.833482896341e-01,7.323709880870e-01,3.952139213927e-01,0.000000000000e+00
74.080000,4.435694823320e-01,5.867109257193e-01,7.355158706749e-01,3.947659853581e-01,0.000000000000e+00
74.090000,4.443509712459e-01,5.900520216147e-01,7.386536223825e-01,3.943678121613e-01,0.000000000000e+00
74.100000,4.451447251844e-01,5.933715437960e-01,7.417840759590e-01,3.940220306971e-01,0.000000000000e+00
74.110000,4.459507026386e-01,5.966694765375e-01,7.449070367605e-01,3.937312881778e-01,0.000000000000e+00
74.120000,4.467687848785e-01,5.999458212068e-01,7.480222827733e-01,3.934982396916e-01,0.000000000000e+00
74.130000,4.475987762096e-01,6.032005955866e-01,7.511295647093e-01,3.933255383234e-01,0.000000000000e+00
74.140000,4.484404044012e-01,6.064338332310e-01,7.542286061843e-01,3.932158257498e-01,0.000000000000e+00
74.150000,4.492933212901e-01,6.096455828627e-01,7.573191039845e-01,3.931717232119e-01,0.000000000000e+00
74.160000,4.501571035652e-01,6.128359078146e-01,7.604007284302e-01,3.931958227599e-01,0.000000000000e+00
74.170000,4.510312537394e-01,6.160048855200e-01,7.634731238454e-01,3.932906786566e-01,0.000000000000e+00
74.180000,4.519152013159e-01,6.191526070526e-01,7.665359091396e-01,3.934587988230e-01,0.000000000000e+00
74.190000,4.528083041591e-01,6.222791767167e-01,7.695886785099e-01,3.937026362008e-01,0.000000000000e+00
74.200000,4.537098500769e-01,6.253847116856e-01,7.726310022688e-01,3.940245799057e-01,0.000000000000e+00
