t,norm,peak,PR,R_rms,r50,r80,r90,Vmem_peak,Vmem_mean,k_star,k_star_L,crystallinity,M1,M2,M3,finite,n_det_rho,n_raw_rho,n_pos,n_neg,n_raw_pos,n_raw_neg,n_inner,pair_sep,pair_sep_com,ax,ay,az,bx,by,bz,re_plus,re_minus,re_max,re_min,mass_plus,mass_minus,two_inner,nest3,peak_n_cells_half,peak_r_cells,peak_width_phys,artifact_1_2_cells,N,dx
0.6,1913.0367875309046,0.7097114979476459,16384.33725416533,16.0086211624227,15.75595125658873,19.241881404893856,20.904544960366874,1.29146287648025,0.15480345283601407,0.2945243112740431,9.42477796076938,0.9995541743302291,0.5383576273496427,0.011992200548943689,0.00014169356747299722,True,0,8961,0,0,9741,9736,0,nan,5.075551451564685,-2.914232618490429,-0.7297795768776698,0.3729296389615051,1.699638471331454,1.2315258705853758,-0.4187123544534437,0.5935561031493113,-0.5238368809128079,0.7758958708823196,-0.70119655396475,5.357226646689715,4.117076972947972,False,False,627,5.309573582651799,2.6547867913258996,False,64,0.5
0.7000000000000001,2220.1574200812756,0.821190580847028,16407.170974302342,16.005586588500957,15.75595125658873,19.241881404893856,20.904544960366874,1.594528512070627,0.18595528562553687,0.2945243112740431,9.42477796076938,0.9996251896777633,0.568634583965412,0.015546647476260923,0.00018886115340580362,True,0,8892,0,0,9567,9715,0,nan,5.229642340140945,-2.92939684315853,-0.6947866655218693,0.3286278078771936,1.8344757652235373,1.2827175999439966,-0.5340156045280722,0.4965724294792082,-0.6447120119041995,0.8796845586623459,-0.8642617963108253,5.156406472427482,4.739649727179009,False,False,617,5.281194774669723,2.6405973873348616,False,64,0.5
0.8,2524.7532665339304,0.9970017271091908,16417.517534904702,16.011400650650916,15.763882770434446,19.241881404893856,20.904544960366874,1.7691493488150967,0.21727999226764239,0.2945243112740431,9.42477796076938,0.9996940431524249,0.5907910381733567,0.019386533785269045,0.00024212561459579872,True,0,8524,0,0,9635,9667,0,nan,5.230820292356705,-2.888457033892651,-0.6842362678489113,0.25454972535893816,1.8624915523866328,1.3544104729638242,-0.5416210651346365,0.6263870639188118,-0.6475802128302071,0.8724913431701569,-0.8755448767750211,5.65472159708404,4.812442001271169,False,False,396,4.555494488513393,2.2777472442566964,False,64,0.5
0.9,2825.003325763052,1.0767588525673542,16438.927223288563,16.009413174684507,15.763882770434446,19.241881404893856,20.89258241577618,2.2904071096108978,0.2485010221743561,0.2945243112740431,9.42477796076938,0.9997439157688824,0.6097927069343998,0.02353864203542416,0.0003021931121890605,True,0,8706,0,0,9728,9635,0,nan,5.194120670016429,-2.854448559781426,-0.6075679441652966,0.09137127561839975,1.8825425611436728,1.41006668815524,-0.5934317219140759,0.6959681911915985,-0.5622894136019544,0.9469147781516998,-0.9459066158605258,5.860586261902308,5.079042564286829,False,False,477,4.847039845730981,2.4235199228654905,False,64,0.5
1.0,3122.669980749577,1.2350817854931329,16440.78270998948,16.006913620312606,15.75595125658873,19.235384061671343,20.89258241577618,2.3670108285973743,0.2798400100082872,0.2945243112740431,9.42477796076938,0.9997851182269498,0.6241953931948797,0.027907601449305867,0.00036824301057894997,True,0,8409,0,0,9700,9625,0,nan,5.372089545585674,-2.912229727982943,-0.5616620134359032,-0.04938936422482065,2.0208245518726784,1.4651728816270122,-0.6945729551075495,0.6321206931372882,-0.6349763380186157,1.0056928768325966,-1.087214380889575,5.778418636521012,5.540737527088136,False,False,382,4.501164840700385,2.2505824203501925,False,64,0.5
1.1,3414.7932282107704,2.1720076167224573,16420.790569816003,16.004337163261912,15.748015748023622,19.235384061671343,20.89258241577618,4.266485643759223,0.3110132452481167,0.2945243112740431,9.42477796076938,0.9998106069667801,0.6346675172976759,0.032479139073287366,0.00044044869005039716,True,0,3312,0,0,9719,9155,0,nan,5.4048610694483425,-2.9070928366190874,-0.4560021220849606,-0.15350121091722713,2.1045377181354894,1.4694138877512763,-0.7770840456352133,0.7340871793376618,-0.7053570611022735,1.038129072046563,-1.4709893874409627,6.405820647149984,6.003611977229995,False,False,10,1.3365046175719757,0.6682523087859878,False,64,0.5
1.2,3701.527645180231,1.5309614147063328,16491.820158393097,16.004483374073935,15.748015748023622,19.235384061671343,20.904544960366874,4.364779789693762,0.341909686702753,0.2945243112740431,9.42477796076938,0.9998409834783812,0.6471119761397356,0.03746317095361361,0.0005220813435859929,True,0,8189,0,0,9766,9667,0,nan,5.466841089920921,-3.0079194082237812,-0.3586363854937744,-0.273689063382589,2.118657991373567,1.4414474881601116,-0.877223417165931,0.730365151384043,-0.7081659224289345,1.0984394978968277,-1.0418158757895672,6.894480345052663,6.334623603912025,False,False,255,3.933844514288567,1.9669222571442835,False,64,0.5
1.3,3992.745765592888,1.356605663807596,16469.542414749434,16.000175112180017,15.748015748023622,19.222382786741086,20.89258241577618,3.142731949536817,0.3729746856149414,0.2945243112740431,9.42477796076938,0.9998694896736234,0.6530641805470109,0.04226473809859345,0.0006051588606066813,True,0,9259,0,0,9649,9672,0,nan,5.4818012763399695,-3.051445106306149,-0.22318053294324258,-0.29735952319513714,2.1170072520169434,1.4545304630881084,-1.0202227653249825,0.6427867500798545,-0.7849173314324737,1.0620651298985393,-1.0525238968790256,6.939532438370035,6.295627260688081,False,False,943,6.083325121348059,3.0416625606740295,False,64,0.5
1.4000000000000001,4282.269704574313,1.6243156484846497,16514.314365246722,15.999965705435072,15.732132722552274,19.235384061671343,20.89258241577618,3.2045915751067824,0.4043201357509806,0.2945243112740431,9.42477796076938,0.9998718248944316,0.6612279006675444,0.04737007928790633,0.0006966916986767045,True,0,8727,0,0,9793,9853,0,nan,5.500260926136005,-3.0549712023230455,-0.21018292172214004,-0.36532757802400084,2.142598000203172,1.4499196381345847,-1.0597367738780203,0.8332742738638048,-0.842748661260626,1.2282689654770198,-1.1708328835700472,7.079630248804047,6.690060052003941,False,False,475,4.8402560162280475,2.4201280081140237,False,64,0.5
1.5,4572.49343691855,1.6429388578878446,16504.33972211245,15.99500033677071,15.732132722552274,19.222382786741086,20.89258241577618,4.172968017414678,0.43568651561725424,0.2945243112740431,9.42477796076938,0.9998755687212535,0.6648591831551749,0.05237239369764908,0.0007910221837889785,True,0,9085,0,0,9840,9853,0,nan,5.466631720469701,-3.0397483773693565,-0.154751073697307,-0.36486336209942927,2.1568275439920015,1.3922934317171851,-1.0622257922888618,0.6748281442256083,-0.8426359003383121,1.1144314178247923,-1.0676040267310478,7.409074713848395,7.288618976962116,False,False,711,5.5368190500677565,2.7684095250338783,False,64,0.5
1.6,4857.776948720235,1.8847204459276494,16537.45529115961,15.988498612305172,15.732132722552274,19.215878850575635,20.886598574205422,3.4249581374824527,0.46738305355023446,0.2945243112740431,9.42477796076938,0.9998873371084339,0.6714933718187432,0.05770683116093223,0.000894798297883664,True,0,8585,0,0,9659,9776,0,nan,5.343666559110512,-2.9720649821872662,-0.09959122630378836,-0.4222815827512232,2.114906755649681,1.4157291073982137,-1.0397725702752414,0.7916191343351673,-0.7782487802559594,1.201676927170464,-1.3013731565370001,7.351654284655781,7.158719392420516,False,False,393,4.543961541733277,2.2719807708666386,False,64,0.5
1.7,5132.218879668556,1.9472666585496243,16604.553197672954,15.982794869410494,15.732132722552274,19.215878850575635,20.8806130178211,3.7242277439547493,0.49851362091044726,0.2945243112740431,9.42477796076938,0.9998905142937697,0.6785355747926552,0.06345778754940046,0.001010085876167292,True,0,8807,0,0,9848,9787,0,nan,5.279823855591914,-2.9718049540575056,-0.02510439918976992,-0.3897171887903532,2.067224648639371,1.4255486487655666,-1.006423231958344,0.8862456360865023,-0.790479010602244,1.2459147478327646,-1.3846792285856027,7.528254908420774,7.1561979922824,False,False,420,4.645725661693962,2.322862830846981,False,64,0.5
1.8,5413.462756837873,1.8723463581745186,16632.313175719362,15.984797191764152,15.732132722552274,19.215878850575635,20.886598574205422,3.722541364946013,0.5297235567347027,10.701049976290232,342.4335992412874,0.9999018598689131,0.6811265291057786,0.06891662578447519,0.0011259656504831004,True,0,9205,0,0,9824,9696,0,nan,5.209612089582971,-2.949362996652198,0.00102364230131613,-0.3192143887040526,2.01967398483351,1.4115665967821585,-0.9967822259874595,0.7871866696571057,-0.9103140518403262,1.2608258150883647,-1.2245315511312602,7.393171764393449,7.560013492822208,False,False,763,5.668636944218613,2.8343184721093064,False,64,0.5
1.9000000000000001,5680.385969969151,1.752409185451299,16607.98616973832,15.988479707481273,15.732132722552274,19.222382786741086,20.8806130178211,4.715330573130855,0.5605946835677869,10.701049976290232,342.4335992412874,0.9999131507363044,0.6846649957886173,0.07451530085909998,0.0012494052413475503,True,0,9500,0,0,9888,9868,0,nan,5.337583001982068,-3.0409767044028584,0.001085661605557675,-0.32458888915124007,2.041172423514592,1.4886790601876996,-0.9943787257049479,0.8326786812763061,-0.812018607373274,1.2069005524701797,-1.323785526210632,7.825388100819019,7.612544168927447,False,False,1424,6.9792238284142,3.4896119142071,False,64,0.5
2.0,5948.148928472756,2.3283440931192825,16667.58544189241,15.988292071254449,15.732132722552274,19.222382786741086,20.886598574205422,6.3036954509529,0.5911076192500643,10.701049976290232,342.4335992412874,0.9999220599582879,0.6900730422685711,0.0804494234864144,0.001384090918102987,True,0,8551,0,0,9901,9935,0,nan,5.435446505470451,-3.126096513052275,-0.05690237518602714,-0.30095974263543823,2.009460561290293,1.595014416165828,-0.9652662716194076,0.9950858034230206,-0.8362365890452743,1.2512737351862588,-1.275835327323477,8.209821094107685,7.748523107228857,False,False,338,4.321249712522725,2.1606248562613626,False,64,0.5
2.1,6216.496836000583,1.984335663460879,16742.728567155045,15.993372983703852,15.732132722552274,19.222382786741086,20.89258241577618,4.463465075685382,0.6217146772097137,10.701049976290232,342.4335992412874,0.9999259857384791,0.6930834716488047,0.0864351431511141,0.001525627890334617,True,0,9383,0,0,9881,9824,0,nan,5.598764196019193,-3.175690055283285,-0.04986283468737973,-0.21592159395053656,2.069432241637749,1.7557836365233257,-0.9738750450097555,0.9682992160893154,-0.8715948840016774,1.352751043023961,-1.321963292135695,7.8613126959797315,8.107743883058742,False,False,1170,6.536808328379939,3.2684041641899695,False,64,0.5
2.2,6474.810388472957,2.2912351905205433,16787.20309862642,15.99555771089735,15.724185193516387,19.222382786741086,20.89258241577618,4.4701604146754335,0.6521540773444525,10.701049976290232,342.4335992412874,0.9999395828409933,0.6964271823771927,0.09251712642778641,0.0016751433815375605,True,0,9123,0,0,9847,9917,0,nan,5.7869592487506205,-3.2490350993781707,-0.149281934109192,-0.21361697367470356,2.122244590146405,1.8389726712255623,-1.0413219138353025,1.0012982813978288,-0.9313262381677132,1.3932908407148736,-1.3263186261053246,7.9131118720499245,8.463989635050867,False,False,576,5.161524082968597,2.5807620414842987,False,64,0.5
2.3000000000000003,6744.123381851166,2.3214894870571543,16831.954833627366,15.992798838890433,15.724185193516387,19.222382786741086,20.89258241577618,5.111906039520658,0.6825808307792045,10.701049976290232,342.4335992412874,0.9999473734024698,0.6971017906896896,0.09826054641375016,0.001824720643760772,True,0,9173,0,0,9795,9857,0,nan,5.91280505591447,-3.3223930124662715,-0.2631709485748033,-0.16972127173506735,2.135835491942739,1.820709077734275,-1.07881381864917,1.1388864284366735,-0.9301940529061318,1.438538995952059,-1.486907740146749,7.914437781873801,8.740022735496492,False,False,700,5.50811683352564,2.75405841676282,False,64,0.5
2.4,7006.798571711755,2.296848641678086,16890.142542322028,15.992753412884563,15.724185193516387,19.222382786741086,20.89258241577618,5.059793648390115,0.7133270072497567,10.701049976290232,342.4335992412874,0.9999473121643053,0.7009272702020857,0.10426798044943274,0.001985305333469661,True,0,9306,0,0,9813,9885,0,nan,5.979358873396892,-3.3308198066093375,-0.32833563066020943,-0.02050717988974604,2.168011171790422,1.743321644861016,-1.1267741190329499,1.2578711918848153,-0.8067235588282562,1.464422441543396,-1.3759282484141182,8.449090452090811,8.295995407552613,False,False,898,5.984978240517117,2.9924891202585586,False,64,0.5
2.5,7263.486619720529,2.6695937281283846,16921.555476537727,15.995523450696918,15.724185193516387,19.235384061671343,20.89258241577618,5.150639697712936,0.7436668706096632,10.701049976290232,342.4335992412874,0.9999568458469763,0.7016601378172098,0.11022932160566595,0.002151606569669267,True,0,8897,0,0,9936,9840,0,nan,5.9836498214513485,-3.2894305323359685,-0.37819180280496134,0.08541053202058535,2.1610346552798383,1.723678400480381,-1.2102113545204585,1.1161741472509787,-1.000808223930849,1.4870960200430416,-1.5278555449329438,8.408614103861524,8.18950588788098,False,False,413,4.619771345502027,2.3098856727510135,False,64,0.5
2.6,7515.679481927644,2.310347415495804,16998.61547826357,15.999135126600503,15.732132722552274,19.241881404893856,20.898564544006366,4.94561575965185,0.7736025594670659,10.701049976290232,342.4335992412874,0.9999596445435494,0.7049736807225896,0.11657102412863153,0.002332239462772949,True,0,9527,0,0,9897,9880,0,nan,5.966567382262361,-3.27238853542943,-0.5200602227926492,0.17862362730821246,2.0327843061785593,1.7711749291716998,-1.3064046303842272,0.9395510036357818,-0.870370224041582,1.359870868999638,-1.4703269054482209,7.9654659732247985,8.28892227964435,False,False,1238,6.661070217635168,3.330535108817584,False,64,0.5
2.7,7768.380222445054,2.2670610866086616,17077.28526747107,15.998913584968012,15.732132722552274,19.241881404893856,20.89258241577618,5.133814803879251,0.8033909289225762,10.701049976290232,342.4335992412874,0.999961823905456,0.7078207555410899,0.12285445417352013,0.002519011317607862,True,0,9538,0,0,9759,9859,0,nan,5.974996309439747,-3.2071314833919153,-0.5531720306764321,0.27623058640521236,2.014504060173188,1.8226945618549237,-1.3942068061628579,0.9367309722814559,-1.0808402317151793,1.4615798631594528,-1.3708916975534122,8.558337718394558,7.8947397606904826,False,False,1617,7.281270020984555,3.6406350104922773,False,64,0.5
2.8000000000000003,8025.0421814278125,2.5911055605071303,17072.896211436422,16.002988084882684,15.732132722552274,19.241881404893856,20.89258241577618,5.252286047613996,0.8333704169131505,10.701049976290232,342.4335992412874,0.999963106385213,0.7066509689562991,0.1283469433732192,0.002696419508001125,True,0,9273,0,0,9887,9884,0,nan,6.017582885073271,-3.2268690981510186,-0.5806331464141259,0.3056104618033473,1.9720551235712804,1.8951794491684666,-1.4416281329714238,1.0795920853958048,-0.9476811844443995,1.5252299401807825,-1.5059743988157561,9.271245117686878,7.847743139939431,False,False,804,5.768405910229621,2.8842029551148105,False,64,0.5
2.9,8274.006104282973,2.815010560906291,17102.754222458658,16.001719863671198,15.732132722552274,19.241881404893856,20.89258241577618,6.0639031932685805,0.863225121326027,10.701049976290232,342.4335992412874,0.9999716600096014,0.7086421328111696,0.13424929074463837,0.0028892133016664196,True,0,9180,0,0,9971,9841,0,nan,6.045572044721552,-3.181671915816816,-0.7291159837906065,0.28864085232167724,1.998541533243582,1.8898958299035868,-1.4010653617352968,1.0211371923588446,-0.9739029585080343,1.4388319022651057,-1.64700189737386,9.417829550963305,8.719987822456298,False,False,580,5.173444504250547,2.5867222521252735,False,64,0.5
3.0,8507.862670033795,2.5571540712263765,17153.950795945213,16.00179572389683,15.732132722552274,19.241881404893856,20.898564544006366,6.009746039649585,0.892497368599761,10.701049976290232,342.4335992412874,0.9999680795852289,0.7115790639188351,0.1407168051237882,0.0031018115823117087,True,0,9507,0,0,9965,9889,0,nan,6.0067861663249795,-3.075873777667308,-0.797329880441394,0.334547835690028,2.0175139807647042,1.8674311209325651,-1.4084180262144788,1.0618042908981349,-0.878620792553302,1.5001300388792336,-1.5794035017431047,9.598044937132261,9.864416606146644,False,False,1274,6.725020402262464,3.362510201131232,False,64,0.5
3.1,8751.583186118254,2.7237110982731365,17293.960081718305,16.003775273255812,15.732132722552274,19.241881404893856,20.904544960366874,5.666536750483168,0.92157207791118,10.701049976290232,342.4335992412874,0.999967363669536,0.7140200567929353,0.14749204677940375,0.0033297527437164795,True,0,9342,0,0,9885,9868,0,nan,6.080997348875943,-3.095366195607543,-0.8182594674323127,0.44441271711940544,1.9928868171418017,1.9337911139010515,-1.4302679578399768,1.108762817153495,-1.3328211857417802,1.6372685953215105,-1.427578792855372,10.161627864766691,9.754206509141005,False,False,900,5.9894181369826205,2.9947090684913102,False,64,0.5
3.2,8988.23721191192,3.0366715717114623,17349.842886025457,16.00018484958145,15.732132722552274,19.235384061671343,20.904544960366874,6.1478800841449015,0.950510221386116,10.701049976290232,342.4335992412874,0.9999622292528392,0.7151171612668845,0.15370604605482843,0.0035535074999577575,True,0,9050,0,0,9863,9932,0,nan,6.1944863803846095,-3.1675897278551375,-0.8569885977558869,0.4783183521126304,2.063452087719689,1.8117921514620825,-1.492841801979779,0.8674008874653125,-1.0086272331654875,1.419067663620244,-1.476975657217689,9.555590474397263,10.279275037471036,False,False,527,5.010803075423675,2.5054015377118377,False,64,0.5
3.3000000000000003,9220.170755286135,2.638398528641525,17398.16509111522,16.00197372427378,15.732132722552274,19.222382786741086,20.89258241577618,5.826086141342629,0.9790162026865815,10.701049976290232,342.4335992412874,0.9999659695454931,0.714858409726164,0.15991112008425745,0.003785245135117573,True,0,9480,0,0,9862,9841,0,nan,6.292488333923745,-3.1325955874325206,-0.7707290485346405,0.572962507218552,2.175627043206511,1.8763514486537005,-1.52731051730545,0.9990891372388626,-1.0699346494430142,1.4699905504077528,-1.5193111906154284,9.784384102735073,9.892543061279055,False,False,1474,7.0599716657650236,3.5299858328825118,False,64,0.5
3.4,9455.585588665264,2.825412365939127,17477.105353718238,16.00623870242523,15.732132722552274,19.241881404893856,20.89258241577618,6.243955109660877,1.0077194166308585,10.701049976290232,342.4335992412874,0.999968628195836,0.7162734068011253,0.1661884543768968,0.004026956607851146,True,0,9391,0,0,9837,9841,0,nan,6.6121131451664175,-3.2658238393918957,-0.7482686650673642,0.65307586761746,2.3721154277928598,1.9121834672426736,-1.5504838696498844,1.0023606989012492,-1.0998649148052948,1.525035942581506,-1.4817542276620717,10.115236877148703,10.887532485004407,False,False,1089,6.382337363699186,3.191168681849593,False,64,0.5
3.5,9683.455296497574,2.6571217788649193,17539.390482276853,16.00908118503877,15.732132722552274,19.241881404893856,20.89258241577618,5.9020877909814216,1.035877360475077,10.701049976290232,342.4335992412874,0.9999740649356414,0.7173112580396407,0.17246034034637353,0.004277236999895852,True,0,9493,0,0,9786,9815,0,nan,6.705816766702974,-3.28236764183119,-0.7241682666033924,0.7740060623845864,2.442272182744876,1.909360704538063,-1.5196814807718635,1.0916222295703897,-1.040031911153527,1.5174823237668615,-1.5095241850343424,9.63489250110892,10.235191636501735,False,False,1788,7.529387263643502,3.764693631821751,False,64,0.5
3.6,9908.74892671251,2.729939570580116,17549.496786132215,16.009739099330687,15.75595125658873,19.241881404893856,20.89258241577618,6.69849501952473,1.0638727381086786,10.701049976290232,342.4335992412874,0.9999795198411701,0.7158583325833017,0.17819088221403198,0.004522588440018433,True,0,9447,0,0,9827,9833,0,nan,6.757162507620652,-3.311809493947198,-0.6891944917108823,0.817076967278151,2.4811384219252375,1.9306063548468018,-1.4715127999713395,1.0466031711095374,-1.1572429618482696,1.5345567586454636,-1.542629371519672,9.703079244415852,10.138303825678335,False,False,1695,7.396513105285412,3.698256552642706,False,64,0.5
3.7,10137.764986558032,3.019241539693783,17650.527713189123,16.01120459781514,15.763882770434446,19.235384061671343,20.89258241577618,5.848487388815531,1.091776441529611,10.701049976290232,342.4335992412874,0.9999780418863927,0.7182940290089455,0.18458152753000168,0.004793442804022771,True,0,9410,0,0,9859,9803,0,nan,6.783374277567588,-3.3702126491896394,-0.5411678327351446,0.8063870571728486,2.5995099804860757,1.8428822422115338,-1.3599193741636775,1.1201165735655723,-1.2264523162618484,1.4906714540721877,-1.5768391191215103,11.145422436237004,10.25989930717956,False,False,973,6.147163205242356,3.073581602621178,False,64,0.5
3.8000000000000003,10362.350334219238,2.8331046079507485,17703.133429294736,16.013300726638754,15.763882770434446,19.235384061671343,20.904544960366874,5.9344255326669995,1.1196277179811946,10.701049976290232,342.4335992412874,0.9999721430209193,0.7179175986007095,0.19052243148002476,0.005061628433807693,True,0,9448,0,0,9834,9757,0,nan,6.84975288139367,-3.4113723672547227,-0.43740497515706345,0.8467229812742936,2.6421565262356275,1.9049565202669605,-1.341254417282034,1.2288348363132795,-1.0969338489897766,1.523429863521344,-1.6116355140282326,11.332160159806044,10.914762494432525,False,False,1680,7.374629802528655,3.6873149012643274,False,64,0.5
3.9,10589.156022640043,3.0464348988643635,17762.47544341069,16.009098335506227,15.75595125658873,19.235384061671343,20.898564544006366,6.003911967253302,1.1475466345685117,10.701049976290232,342.4335992412874,0.9999720131458436,0.7182395644411624,0.19636390637189008,0.0053356961133926425,True,0,9398,0,0,9776,9811,0,nan,6.8882847957680315,-3.449224376234751,-0.36266828160132825,0.8575113833483954,2.6779544107155147,1.914723442845112,-1.3149605897225047,1.143789530716632,-1.194158727524846,1.7204652913189669,-1.5672015789651144,11.15873771424961,10.505129851837252,False,False,1133,6.467162399906224,3.233581199953112,False,64,0.5
4.0,10793.987583840357,3.14723798267128,17836.81479360809,16.014307542227062,15.763882770434446,19.241881404893856,20.910523666326483,5.492323324691368,1.174566001663006,10.701049976290232,342.4335992412874,0.9999738032178996,0.720652271119284,0.20306336083182608,0.00564272447217721,True,0,9286,0,0,9736,9783,0,nan,6.947541843939323,-3.5226913677405474,-0.2738132504590336,0.7704466107568564,2.74656799211078,1.9435238887400814,-1.2415525849021805,1.0863775017548045,-1.0584319524940717,1.7734846121006913,-1.6227233708619289,10.88985299740486,10.889589214902127,False,False,941,6.079021387954432,3.039510693977216,False,64,0.5
4.1,11016.869277947608,2.937086167777391,17934.400657823295,16.017587963347044,15.763882770434446,19.241881404893856,20.904544960366874,6.288944173292244,1.2016213119193182,10.701049976290232,342.4335992412874,0.9999762028430466,0.7212614492364354,0.20922729721667,0.0059449730099803595,True,0,9445,0,0,9742,9805,0,nan,6.855126773751319,-3.437527874605319,-0.17830825846690068,0.8598844642065835,2.707545430315349,2.021099979262466,-1.2361691050424817,1.0060609773118934,-1.3281214530593861,1.5839704933596312,-1.5917914956594506,10.221842962191273,11.675999964970563,False,False,1698,7.400874257890996,3.700437128945498,False,64,0.5
4.2,11236.934366731439,3.0892837055489974,17995.331301119444,16.016660525012767,15.763882770434446,19.248376554920156,20.904544960366874,5.9354278113488785,1.2287609109482096,10.701049976290232,342.4335992412874,0.9999759297955164,0.7198379315290914,0.21497612188566595,0.00624454049570385,True,0,9441,0,0,9762,9623,0,nan,6.843904438933717,-3.490723581121639,-0.10510013740142377,0.8231194531085215,2.693861451113971,2.036342456317435,-1.1779201682159925,1.277346415531723,-1.151369351796288,1.6143256976652696,-1.6189251311628623,10.531781532896225,10.542678879600853,False,False,1286,6.746069116672481,3.3730345583362404,False,64,0.5
4.3,11451.551985542175,3.397516925069882,18000.64209575361,16.018066064402827,15.763882770434446,19.248376554920156,20.910523666326483,6.393859383373881,1.2558946758798253,10.701049976290232,342.4335992412874,0.9999798152091289,0.7175191466857881,0.22013832859046406,0.006536021703905411,True,0,9188,0,0,9693,9649,0,nan,6.848052533317121,-3.462722589530687,-0.04991470813272336,0.7787355319484774,2.754174445803624,2.0237290386558584,-1.2077227139069713,1.0690565008196211,-1.1114464517982028,1.653533022388018,-1.6132411285922372,10.692206945102273,11.14903580027165,False,False,796,5.749209741947898,2.874604870973949,False,64,0.5
4.4,11660.305870626105,2.8774195232002735,18098.178246068972,16.01706681974511,15.75595125658873,19.254869513969705,20.910523666326483,6.251538528475062,1.2824137060233223,10.701049976290232,342.4335992412874,0.9999835392369398,0.7200172998769142,0.2265160799428518,0.006873182140585347,True,0,9413,0,0,9652,9660,0,nan,6.825638615305126,-3.4436023970421363,-0.06716147464478794,0.7035446209640632,2.7485531985760296,2.0081640225498525,-1.2812918123706645,1.2813517198931161,-1.1737709746630194,1.571102989967446,-1.6538895438139853,10.204142730099832,11.215112708432674,False,False,2492,8.410461159999958,4.205230579999979,False,64,0.5
4.5,11869.802944998231,3.11562121812781,18112.525491206972,16.015923671834717,15.763882770434446,19.248376554920156,20.910523666326483,7.378249361597433,1.3089181597293127,10.701049976290232,342.4335992412874,0.9999847771902535,0.718463272741893,0.2317055972552071,0.0071839035851524345,True,0,9343,0,0,9748,9600,0,nan,6.903391082235425,-3.4848405157789983,-0.08297042256802634,0.6805648432971765,2.792884853140901,1.9965380770679495,-1.2999949327885716,1.224743145644324,-1.2117145758767718,1.6225031398276506,-1.6377287522655033,10.58011233160044,11.488670276795176,False,False,1721,7.4341403113467885,3.7170701556733943,False,64,0.5
4.6000000000000005,12070.619454648144,2.986254564023184,18174.970776999275,16.01499238247006,15.75595125658873,19.241881404893856,20.910523666326483,6.36452355831303,1.3351158550364954,10.701049976290232,342.4335992412874,0.9999875717649221,0.7194376319320628,0.23770264109106082,0.007529450800826641,True,0,9423,0,0,9548,9745,0,nan,6.952598455741899,-3.4476583129690344,-0.14457005089074926,0.747362606664371,2.813095501901657,1.9519388928388004,-1.4312234497558816,1.2302032883887237,-1.1034574431890078,1.5345355740545241,-1.5689535532905392,10.300194925309953,11.57913764844881,False,False,2339,8.234689045118042,4.117344522559021,False,64,0.5
4.7,12276.19312378837,3.1180041148916753,18193.691706589616,16.01823822486549,15.763882770434446,19.248376554920156,20.910523666326483,6.174508011931991,1.3608168160925216,10.701049976290232,342.4335992412874,0.9999934604518612,0.7185419645499951,0.2428050143916025,0.007856222416736234,True,0,9379,0,0,9617,9648,0,nan,6.920238293873904,-3.3938086891934898,-0.191061597473972,0.7849884525847806,2.765713126330006,1.914904513465622,-1.5633930725645957,1.0348005599872399,-1.118465908409451,1.570044473823035,-1.5861721452434696,10.625968805261722,11.441036546918731,False,False,1975,7.783223414486913,3.8916117072434564,False,64,0.5
4.8,12478.566908952012,3.077282056519954,18313.99833854011,16.019897989858713,15.763882770434446,19.248376554920156,20.910523666326483,6.324750467449004,1.3866378654761986,10.701049976290232,342.4335992412874,0.9999912601855232,0.7203349094146857,0.2492853427497372,0.00823755723421849,True,0,9325,0,0,9444,9597,0,nan,7.073884317177234,-3.4545566989221523,-0.1860033441879736,0.8442604500413431,2.8464088153182274,1.888157258706208,-1.6124712639561665,1.4243024000654196,-1.160523254560903,1.6803800629399626,-1.6642234313269082,11.688314304988404,11.447122866187232,False,False,2212,8.08286833462254,4.04143416731127,False,64,0.5
4.9,12675.923662544694,3.052176558140487,18378.90276681773,16.01977519521368,15.763882770434446,19.248376554920156,20.910523666326483,6.270263593775819,1.412101496245497,10.701049976290232,342.4335992412874,0.9999870175723385,0.7215848724585737,0.2550991368930076,0.008607668375429811,True,0,9412,0,0,9597,9625,0,nan,7.157544193512932,-3.428716351211495,-0.22492497910781672,0.9497441245573626,2.8792895499901725,1.880795105063001,-1.6970356848743293,1.2097808031650388,-1.0813567225997471,1.6656591257261821,-1.6975109120573568,11.932465971879974,11.213168003494943,False,False,2488,8.405958770938245,4.202979385469122,False,64,0.5
5.0,12875.337001778957,3.3123271322057697,18389.268517299963,16.02059805732283,15.75595125658873,19.248376554920156,20.904544960366874,6.2175250301424825,1.4374250492273444,10.701049976290232,342.4335992412874,0.9999859291347897,0.7181275470018583,0.2599111948632853,0.008954364303869061,True,0,9289,0,0,9588,9609,0,nan,6.9863610818602595,-3.3288643405100853,-0.2281146709484645,1.0454149550420837,2.772751520859579,1.790072930072423,-1.6943740611960898,1.2351804623817362,-1.255390335643537,1.606407059988256,-1.636601434900089,11.922275135016124,11.841762578261028,False,False,1610,7.270747939820962,3.635373969910481,False,64,0.5
