t,norm,peak,R_rms,r50,r80,r90,PR,Vmem_peak,Vmem_mean,n_atoms_detected,n_raw_maxima,nn_mean,nn_median
10.3,21.496222333578565,0.007210251332706608,15.987670214921456,15.7378524583248,19.249935064825543,20.90741495259517,16328.993234662597,0.021087297959696803,0.0025775534772588906,969,2225,2.5781325997356577,2.5298221281347057
10.4,21.617003154314006,0.007059334280165446,15.990361495428916,15.737852458324804,19.233304448274094,20.90741495259517,16318.667408391111,0.021659862345092328,0.002593715131527073,993,2274,2.574896624765658,2.5298221281347057
10.5,21.710589331655623,0.00717942525753523,15.99258209279783,15.778466338652816,19.233304448274094,20.90741495259517,16336.547350303028,0.019860921732576677,0.002608700840640717,1006,2278,2.560233863652257,2.5298221281347057
10.6,21.847984027245122,0.007443174870719134,15.994681591531748,15.778466338652816,19.249935064825543,20.90741495259517,16390.573713199192,0.021658246413272624,0.0026238181975714913,994,2262,2.573791760643125,2.5298221281347057
10.700000000000001,21.92071479054599,0.007784024852491793,15.996207217966784,15.778466338652816,19.249935064825547,20.876781361119825,16387.57115550825,0.021200630399677123,0.0026388163370383547,1012,2211,2.553623074146858,2.5298221281347057
10.8,22.02125474640148,0.007813441786555877,15.994750128403508,15.778466338652816,19.266551326067674,20.876781361119825,16391.252288342475,0.021563834062100752,0.002652867841448531,1022,2222,2.5439665461690577,2.5298221281346787
10.9,22.14676705345678,0.007365081995849887,15.994220265232823,15.778466338652816,19.266551326067674,20.876781361119825,16376.633173616548,0.022563113173025298,0.002667654489998677,1024,2307,2.5664985552106545,2.5298221281347057
11.0,22.274039379203288,0.007641204630797801,15.996293623953873,15.75817248287377,19.28315326911032,20.876781361119825,16351.700085009732,0.02258316760008098,0.002683071726765463,984,2251,2.572318616030256,2.5298221281347057
11.1,22.369233986820486,0.007716908864848985,16.000310921422066,15.778466338652816,19.283153269110322,20.876781361119825,16399.42408008068,0.02218793268909933,0.002697434184808428,992,2258,2.5652550829763787,2.5298221281347057
11.200000000000001,22.474254151562285,0.007474696027249003,16.000852976841816,15.778466338652816,19.283153269110322,20.876781361119825,16415.81424711265,0.023257961193586564,0.002711638794276471,987,2265,2.5651332738865187,2.5298221281347057
11.3,22.580451314455672,0.007409419991893735,15.999247704393268,15.758172482873768,19.28315326911032,20.876781361119825,16411.886407993417,0.021877103373318656,0.002725999380158843,1005,2285,2.5486992469874736,2.5298221281347057
11.4,22.663694802076673,0.007441978289953148,15.997911287210483,15.737852458324804,19.266551326067674,20.876781361119825,16401.021344219407,0.020462678891710554,0.002740013385982006,995,2308,2.57220676444621,2.5298221281347057
11.5,22.775880563479195,0.008626538986252317,15.996744359305124,15.737852458324804,19.266551326067674,20.876781361119825,16375.327048942689,0.02183709568856464,0.002753675033531063,973,2164,2.5691866006532686,2.5298221281347057
11.6,22.85253190062074,0.007300430882383409,15.997752538320825,15.737852458324802,19.266551326067674,20.876781361119825,16424.799620715396,0.023586367116817684,0.0027665431116383654,1021,2319,2.5563013339559206,2.5298221281347057
11.700000000000001,22.961889096673254,0.007246571185831663,15.998657724007485,15.737852458324802,19.28315326911032,20.876781361119825,16493.45266208857,0.022371283204611268,0.002780182778790864,1007,2274,2.55784904126977,2.5298221281347057
11.8,23.075015601660553,0.007211007148588241,16.002919106711502,15.737852458324804,19.283153269110322,20.90741495259517,16489.96317791462,0.02144370098305103,0.002793745079821367,1013,2301,2.5403609475778253,2.5298221281346787
11.9,23.17912691816674,0.008032378245627154,16.004650401046085,15.758172482873768,19.283153269110322,20.922714928995234,16432.0602140837,0.022139043156464894,0.0028083614704342477,1007,2233,2.5580154318116053,2.5298221281347057
12.0,23.275045428439924,0.00808924964870064,16.003210077269898,15.758172482873768,19.266551326067674,20.938003725283846,16362.9838513105,0.024430918878748063,0.002822141239708034,1007,2205,2.5522385198844186,2.5298221281347057
