seed,corda,size,elong,atoms,rho_mean,rho_max,vort,b1,b2,b3,b4,b5,b6,b7,b8
3,316,29,1.7272,1,0.009298,0.013692,0.2069,0.02692,0.158455,0.272157,0.265128,0.161562,0.066886,0.025298,0.023593
3,318,74,2.189,1,0.011968,0.019994,0.21622,0.058417,0.276664,0.324874,0.20064,0.077371,0.025391,0.018972,0.017671
3,319,8,1.9728,0,0.007723,0.008883,0.375,0.00871,0.058314,0.129437,0.188513,0.203039,0.177649,0.134504,0.099835
3,321,8,1.9475,0,0.007909,0.009006,0.0,0.00899,0.059978,0.132308,0.191234,0.204455,0.177614,0.132325,0.093096
3,322,38,3.8538,1,0.008883,0.012071,0.13158,0.032639,0.155092,0.227373,0.229167,0.156736,0.094029,0.060195,0.044768
3,323,89,1.8661,1,0.011426,0.020865,0.17978,0.069637,0.322539,0.343864,0.167404,0.053484,0.018173,0.010603,0.014297
3,324,11,1.8468,1,0.008171,0.009592,0.27273,0.011565,0.075464,0.159207,0.21433,0.207069,0.157845,0.103169,0.071352
3,325,23,2.1025,1,0.008382,0.009823,0.26087,0.021385,0.127476,0.225172,0.233217,0.167243,0.106215,0.072337,0.046955
3,326,29,1.9103,1,0.008339,0.010682,0.37931,0.027644,0.159209,0.262379,0.243534,0.149967,0.079742,0.046247,0.031278
3,328,47,1.512,1,0.00958,0.014325,0.12766,0.041383,0.224565,0.325594,0.23741,0.091218,0.025606,0.024369,0.029855
3,329,61,2.8549,1,0.008872,0.013201,0.03279,0.049919,0.20742,0.243026,0.218247,0.139535,0.06959,0.038228,0.034036
3,330,21,1.5817,1,0.008139,0.010139,0.28571,0.020836,0.127891,0.238243,0.261862,0.186436,0.091911,0.03876,0.034062
3,334,16,5.4177,0,0.007804,0.00918,0.75,0.015017,0.074847,0.133981,0.186019,0.188737,0.16543,0.130897,0.105071
3,335,30,1.2887,1,0.009053,0.012408,0.13333,0.028427,0.167963,0.288049,0.272149,0.147432,0.044861,0.018614,0.032504
3,336,48,3.1687,1,0.008754,0.011775,0.35417,0.040633,0.183696,0.233259,0.214676,0.152612,0.087072,0.050108,0.037945
3,339,25,1.7847,1,0.010923,0.018671,0.4,0.021843,0.13114,0.235192,0.248198,0.175123,0.095493,0.051955,0.041057
3,340,16,1.5088,1,0.008042,0.009898,0.25,0.015585,0.099424,0.199933,0.247685,0.209019,0.12878,0.062714,0.036859
3,341,40,1.6349,1,0.009028,0.012201,0.275,0.036412,0.202384,0.307681,0.24333,0.109983,0.040121,0.028873,0.031217
3,342,8,1.8393,0,0.008057,0.008817,0.25,0.008656,0.057504,0.125957,0.180874,0.193981,0.174082,0.142388,0.116557
3,343,85,1.822,1,0.012082,0.024045,0.2,0.063756,0.297484,0.332916,0.183937,0.062367,0.022428,0.018568,0.018544
3,344,10,1.7016,0,0.007824,0.008889,0.2,0.010518,0.069479,0.150056,0.209028,0.210624,0.167339,0.110867,0.072089
3,346,22,2.8099,1,0.008414,0.011082,0.18182,0.02041,0.119104,0.208699,0.228736,0.185468,0.122792,0.070976,0.043815
3,348,15,2.517,1,0.007968,0.009346,0.06667,0.014886,0.091973,0.175814,0.209626,0.184899,0.142939,0.105208,0.074654
3,349,46,2.7616,1,0.008886,0.013013,0.13043,0.039779,0.184221,0.229253,0.208187,0.163105,0.094896,0.04728,0.033279
3,352,38,2.2406,1,0.00856,0.011687,0.15789,0.034604,0.17765,0.249766,0.214849,0.143445,0.082954,0.050088,0.046644
3,354,21,2.3167,1,0.008395,0.010392,0.04762,0.020337,0.121901,0.218954,0.234959,0.175549,0.108532,0.067431,0.052338
3,358,8,2.4534,0,0.007903,0.008829,0.0,0.008769,0.056922,0.120194,0.167154,0.179651,0.171336,0.156013,0.139962
3,359,61,2.8909,1,0.008702,0.011431,0.09836,0.052125,0.237271,0.283301,0.211321,0.114118,0.048286,0.026495,0.027082
3,360,52,3.7533,1,0.008868,0.011454,0.15385,0.043777,0.197368,0.24316,0.214549,0.14312,0.076688,0.047047,0.034292
3,361,9,1.8765,0,0.00761,0.008568,0.33333,0.009536,0.063552,0.139777,0.20064,0.211238,0.177423,0.122781,0.075053
3,362,13,3.1377,1,0.008299,0.009982,0.07692,0.013291,0.08243,0.159681,0.196219,0.180955,0.146469,0.117567,0.103388
3,364,25,2.5966,1,0.01049,0.015797,0.08,0.022104,0.129722,0.224476,0.230656,0.168223,0.106578,0.068849,0.049393
3,365,41,2.1747,1,0.010607,0.016706,0.0,0.035292,0.186629,0.268994,0.222223,0.130762,0.067627,0.044221,0.044252
3,367,12,1.4767,1,0.007982,0.009427,0.08333,0.012123,0.079462,0.168818,0.22846,0.219161,0.15956,0.089192,0.043224
3,371,29,2.2888,1,0.008253,0.010072,0.31034,0.027802,0.157626,0.253447,0.230229,0.142286,0.080196,0.056578,0.051836
4,1,26,2.3627,1,0.011819,0.018968,0.15385,0.022344,0.132329,0.23171,0.238796,0.170398,0.102836,0.06207,0.039517
4,2,18,891726.9986,1,0.009138,0.010577,0.11111,0.017038,0.08888,0.138132,0.154801,0.154482,0.148306,0.147443,0.150917
4,3,86,2.6245,3,0.009909,0.014493,0.13953,0.063072,0.19172,0.236574,0.244591,0.122601,0.070326,0.036227,0.03489
4,5,58,2.1326,1,0.013463,0.02263,0.10345,0.046504,0.236734,0.315529,0.225893,0.101095,0.03359,0.018519,0.022136
4,6,27,3.7144,1,0.009024,0.011553,0.11111,0.024372,0.121025,0.174446,0.197486,0.193693,0.135516,0.087338,0.066123
4,8,30,3.1137,1,0.009341,0.01168,0.2,0.027731,0.14487,0.217626,0.217529,0.173956,0.112708,0.064373,0.041207
4,9,94,3.5424,2,0.010452,0.016337,0.10638,0.068354,0.230037,0.293329,0.236165,0.097347,0.030985,0.019209,0.024574
4,11,168,3.8362,3,0.011238,0.02191,0.19643,0.079512,0.193273,0.28578,0.204137,0.098598,0.059062,0.045074,0.034565
4,15,16,2.1755,1,0.009043,0.012092,0.4375,0.015571,0.095406,0.179752,0.210839,0.18386,0.141111,0.102048,0.071412
4,16,23,4.1307,1,0.009405,0.011667,0.26087,0.021427,0.112814,0.176459,0.197828,0.183129,0.135509,0.095474,0.077361
4,18,29,1.427,1,0.011578,0.019019,0.0,0.025321,0.150091,0.260265,0.25467,0.154712,0.06912,0.041543,0.044279
4,19,103,2.0271,1,0.012505,0.022616,0.13592,0.078158,0.32914,0.315542,0.164779,0.060824,0.021203,0.01512,0.015234
4,20,15,2.2716,1,0.009105,0.010402,0.06667,0.015066,0.093691,0.181721,0.220892,0.194385,0.139531,0.090187,0.064527
4,21,16,1.8603,0,0.008741,0.010138,0.1875,0.015831,0.099926,0.197352,0.239945,0.201776,0.130096,0.071918,0.043155
4,23,20,1.9374,1,0.010866,0.013854,0.25,0.018856,0.116114,0.218522,0.24722,0.190208,0.112738,0.059796,0.036546
4,25,12,1.9339,1,0.008951,0.010414,0.25,0.011866,0.077129,0.161628,0.215959,0.207773,0.158921,0.103194,0.063529
4,26,13,2.1049,0,0.008573,0.009364,0.23077,0.013209,0.084162,0.170173,0.217437,0.201006,0.151032,0.099331,0.063651
4,27,53,1.7955,1,0.011884,0.019877,0.15094,0.044848,0.236861,0.327338,0.22896,0.095528,0.034218,0.016407,0.01584
4,28,11,2.1057,0,0.008988,0.009788,0.09091,0.010969,0.071503,0.151293,0.207004,0.208172,0.16901,0.114276,0.067774
4,29,16,1.3815,1,0.008815,0.010745,0.0,0.016599,0.105632,0.211176,0.258261,0.211416,0.120309,0.048323,0.028284
4,30,12,4.8504,0,0.008789,0.010042,0.08333,0.011783,0.067275,0.117572,0.147326,0.170576,0.178943,0.16173,0.144796
4,35,16,1.3995,1,0.008755,0.010412,0.0,0.016567,0.105228,0.209657,0.255395,0.208766,0.120217,0.051514,0.032655
4,36,11,3.6458,0,0.008388,0.008861,0.09091,0.011303,0.065992,0.117257,0.143187,0.1636,0.18582,0.177652,0.135189
4,37,26,1.6358,1,0.009741,0.013357,0.03846,0.024569,0.147699,0.263563,0.26969,0.171964,0.072114,0.026044,0.024357
4,39,32,1.9924,1,0.009941,0.013552,0.1875,0.029188,0.166513,0.269432,0.24281,0.142591,0.071706,0.043872,0.033887
4,42,10,1.7151,0,0.009068,0.0101,0.3,0.009947,0.065829,0.143085,0.202588,0.210925,0.17622,0.121198,0.07021
4,44,14,1.5451,1,0.009195,0.011252,0.21429,0.01401,0.090311,0.185617,0.238659,0.213518,0.143065,0.075159,0.03966
4,45,19,2.6802,1,0.009315,0.010904,0.31579,0.018336,0.109174,0.195572,0.216186,0.180079,0.133569,0.09021,0.056874
4,47,25,2.9444,0,0.00914,0.010031,0.04,0.023146,0.130473,0.212866,0.214846,0.173073,0.124682,0.07494,0.045974
4,49,13,3.9174,0,0.009022,0.010213,0.0,0.013156,0.078364,0.14478,0.177943,0.177346,0.159486,0.134917,0.114007
4,51,20,3.3605,0,0.008698,0.009876,0.1,0.019488,0.110926,0.186093,0.198733,0.172736,0.136905,0.099143,0.075977
4,54,49,1.4275,1,0.011483,0.017625,0.28571,0.042311,0.231047,0.33607,0.239611,0.08333,0.020499,0.022444,0.024687
4,56,35,1.4089,1,0.010666,0.015285,0.11429,0.031744,0.184025,0.303312,0.267741,0.129698,0.033935,0.018135,0.03141
4,57,10,2.6359,0,0.008228,0.008708,0.0,0.010438,0.066749,0.136653,0.180853,0.182095,0.162392,0.140192,0.120629
4,58,17,3.9891,0,0.009001,0.010052,0.23529,0.016742,0.092407,0.154053,0.181861,0.185871,0.161416,0.119355,0.088295
4,60,14,1.7502,1,0.00877,0.010933,0.14286,0.014528,0.092619,0.186596,0.233856,0.204626,0.137486,0.07848,0.05181
4,61,15,1.5085,1,0.009285,0.011338,0.0,0.014668,0.094256,0.19233,0.243854,0.212631,0.136306,0.067903,0.038052
4,62,11,1.5788,0,0.008807,0.010081,0.36364,0.011443,0.075121,0.160145,0.218248,0.212544,0.160544,0.099582,0.062373
4,64,8,1.8848,0,0.008791,0.009748,0.25,0.008375,0.056203,0.125454,0.184716,0.202669,0.182003,0.140514,0.100067
4,66,8,1.7585,0,0.008694,0.009638,0.125,0.008331,0.056136,0.126228,0.187627,0.20751,0.185868,0.138719,0.089581
4,68,64,2.1005,1,0.010166,0.015656,0.07812,0.053692,0.245186,0.270127,0.177809,0.117897,0.072273,0.036062,0.026955
4,71,45,1.7949,1,0.010438,0.01535,0.04444,0.039854,0.214273,0.309691,0.237117,0.11175,0.039837,0.020449,0.027028
4,75,8,1.7717,0,0.008326,0.009077,0.0,0.008429,0.056533,0.126034,0.185206,0.202657,0.181425,0.139785,0.099931
4,78,68,2.0208,1,0.011685,0.020419,0.25,0.055284,0.267896,0.323138,0.204994,0.087282,0.027719,0.014991,0.018695
4,80,37,1.4968,1,0.01097,0.015543,0.10811,0.03283,0.187413,0.299633,0.253367,0.120564,0.041984,0.031358,0.032851
4,81,29,2.7652,1,0.009003,0.011357,0.06897,0.028066,0.151231,0.234668,0.22878,0.168002,0.100825,0.051036,0.037392
4,82,14,1.9413,1,0.008825,0.010386,0.07143,0.014046,0.089734,0.181641,0.229736,0.204379,0.141305,0.08394,0.055221
4,83,27,3.8613,1,0.009597,0.013648,0.11111,0.02319,0.110709,0.164317,0.203549,0.198307,0.146372,0.094635,0.05892
4,84,34,1.8338,1,0.010266,0.013948,0.05882,0.031289,0.178472,0.288047,0.255382,0.138534,0.053677,0.026008,0.028592
4,86,30,2.0068,1,0.009912,0.013508,0.06667,0.028152,0.160525,0.264221,0.252201,0.15904,0.073399,0.033233,0.029228
4,87,70,2.2186,1,0.010387,0.016493,0.05714,0.056764,0.248604,0.281587,0.20587,0.0995,0.044046,0.033987,0.029642
4,88,17,3.0815,1,0.008963,0.010836,0.47059,0.016602,0.097359,0.177198,0.213776,0.195206,0.141678,0.09132,0.066861
4,89,44,1.4527,1,0.010538,0.015318,0.22727,0.039156,0.215633,0.321996,0.245802,0.099593,0.025654,0.021865,0.030302
4,90,10,2.6449,0,0.008598,0.009594,0.0,0.010446,0.068129,0.14398,0.195973,0.196123,0.162929,0.124445,0.097976
4,91,113,3.2621,3,0.010131,0.015705,0.13274,0.078879,0.210702,0.235257,0.246759,0.124898,0.052852,0.024908,0.025746
4,92,36,1.8507,1,0.009956,0.013226,0.33333,0.032531,0.182714,0.288135,0.249555,0.131506,0.049912,0.03021,0.035437
4,94,55,3.157,2,0.010019,0.014486,0.03636,0.045803,0.191707,0.244691,0.241718,0.150462,0.069515,0.031557,0.024546
4,95,14,2.0951,1,0.009944,0.012817,0.14286,0.013425,0.085456,0.172389,0.219263,0.201176,0.149629,0.097338,0.061323
4,96,11,2.0492,0,0.008556,0.009261,0.27273,0.010917,0.07113,0.150049,0.203696,0.202735,0.165228,0.117955,0.07829
4,97,32,5.5674,1,0.009077,0.010799,0.15625,0.0265,0.113587,0.175917,0.202704,0.170807,0.131125,0.098856,0.080504
4,100,9,547133.9854,1,0.010182,0.012418,0.22222,0.009109,0.057719,0.116962,0.155853,0.165636,0.166015,0.166346,0.16236
4,101,10,1.807,0,0.008829,0.01018,0.1,0.010352,0.068077,0.146003,0.202255,0.204674,0.167323,0.118644,0.082673
4,102,31,1.6407,1,0.010801,0.014798,0.09677,0.028187,0.163048,0.269887,0.247747,0.142216,0.065949,0.043006,0.039959
4,104,68,3.4447,1,0.010828,0.018342,0.19118,0.05083,0.20215,0.273512,0.227596,0.122832,0.057806,0.036799,0.028474
4,105,25,1.6364,1,0.009521,0.012808,0.0,0.023757,0.142863,0.255758,0.26512,0.175433,0.080298,0.031812,0.024958
4,107,18,1.4903,1,0.009274,0.011803,0.22222,0.018131,0.11415,0.223334,0.263893,0.205559,0.10946,0.041153,0.024321
4,110,13,1.6886,0,0.008612,0.010079,0.07692,0.013896,0.088888,0.180078,0.22705,0.199654,0.135888,0.08435,0.070198
4,111,36,2.5835,1,0.010024,0.013121,0.36111,0.032524,0.172258,0.254796,0.232354,0.161787,0.085153,0.033812,0.027316
4,113,27,1.6441,1,0.0098,0.013124,0.40741,0.025444,0.151718,0.266085,0.26438,0.161761,0.066988,0.030579,0.033044
4,116,22,1.6481,1,0.01026,0.013401,0.27273,0.020679,0.126962,0.236641,0.260524,0.186739,0.094518,0.041738,0.0322
4,117,16,3.8636,1,0.009397,0.01159,0.0625,0.015206,0.088039,0.154363,0.180676,0.179192,0.160536,0.125509,0.096478
4,120,38,2.0911,1,0.009733,0.013178,0.02632,0.034627,0.188321,0.283554,0.242487,0.140584,0.059854,0.023561,0.027011
4,121,13,1.9005,0,0.00866,0.009919,0.0,0.013211,0.085153,0.175306,0.227136,0.207829,0.147198,0.087754,0.056411
4,122,21,2.0398,1,0.009215,0.010952,0.14286,0.019718,0.12039,0.222673,0.245148,0.182326,0.106293,0.060401,0.043051
4,123,44,1.8446,1,0.010793,0.016001,0.09091,0.038886,0.208784,0.300691,0.229677,0.112404,0.049857,0.031199,0.028502
4,127,51,1.5598,1,0.01111,0.017019,0.09804,0.044089,0.237284,0.336328,0.233035,0.081765,0.022863,0.021674,0.022962
4,128,29,2.4389,1,0.009191,0.011724,0.13793,0.027319,0.153443,0.249405,0.240879,0.160108,0.083077,0.044179,0.041591
4,130,18,1.9945,1,0.009773,0.011563,0.11111,0.017194,0.107075,0.2064,0.242945,0.196865,0.1219,0.065367,0.042254
4,131,8,1.7452,0,0.008645,0.009362,0.25,0.008334,0.056174,0.126394,0.188005,0.20799,0.186116,0.138373,0.088614
4,133,29,1.8607,1,0.009049,0.010815,0.24138,0.027642,0.158403,0.260042,0.242253,0.14837,0.073645,0.044962,0.044684
4,134,47,2.7505,1,0.010056,0.015685,0.14894,0.039588,0.176986,0.233533,0.234493,0.151044,0.070346,0.048728,0.045283
4,137,37,1.7424,1,0.009777,0.01383,0.10811,0.03438,0.186343,0.275822,0.226715,0.131084,0.070011,0.040649,0.034997
4,139,55,4.0279,2,0.009832,0.012781,0.16364,0.045564,0.189473,0.243751,0.234374,0.153557,0.075571,0.033162,0.024548
4,143,45,1.7754,1,0.009922,0.013389,0.06667,0.040835,0.216427,0.304687,0.227418,0.110169,0.045892,0.025148,0.029425
4,145,47,2.9241,1,0.009324,0.012705,0.08511,0.038876,0.160149,0.199245,0.205364,0.162496,0.10952,0.07203,0.052321
4,146,8,2.7909,0,0.008092,0.008635,0.25,0.008692,0.056924,0.121792,0.171018,0.183033,0.171248,0.152774,0.134519
4,147,77,2.2537,1,0.010432,0.015392,0.12987,0.063367,0.280653,0.305799,0.184503,0.076772,0.033541,0.029044,0.026321
4,148,9,2.0184,0,0.009007,0.009631,0.22222,0.009231,0.061485,0.135202,0.19446,0.206484,0.177595,0.129615,0.085928
4,152,23,1.3118,1,0.010232,0.013176,0.08696,0.021914,0.134619,0.250127,0.270315,0.181867,0.077417,0.028565,0.035176
4,155,29,1.8212,1,0.01002,0.013535,0.31034,0.027031,0.157189,0.264383,0.25248,0.156294,0.074623,0.037639,0.030361
4,156,73,2.1233,1,0.010745,0.01724,0.12329,0.060248,0.277551,0.315975,0.195546,0.078235,0.028639,0.021418,0.022388
4,157,143,3.8658,2,0.011446,0.019009,0.0979,0.086907,0.261017,0.28021,0.206293,0.091545,0.035467,0.02044,0.018121
4,158,20,3.4131,1,0.008796,0.010963,0.0,0.019091,0.101667,0.16643,0.197999,0.187563,0.143805,0.104876,0.078569
4,160,9,2.2443,0,0.008741,0.010013,0.0,0.009721,0.06313,0.132545,0.17973,0.182229,0.160414,0.140154,0.132077
4,162,25,2.0228,1,0.009565,0.012405,0.32,0.024028,0.142225,0.248289,0.252163,0.169756,0.087266,0.043269,0.033004
4,164,18,1.7635,1,0.010113,0.012659,0.16667,0.017676,0.110582,0.214417,0.252464,0.20058,0.116031,0.054015,0.034236
4,165,24,1.3486,1,0.01043,0.013654,0.20833,0.022972,0.140393,0.258235,0.274857,0.181038,0.074017,0.023097,0.02539
4,167,11,2.7258,0,0.008865,0.010019,0.09091,0.011307,0.071872,0.145743,0.190853,0.189367,0.163157,0.129928,0.097775
4,170,30,4.7804,1,0.009708,0.013334,0.1,0.026768,0.126715,0.19134,0.20607,0.168782,0.120824,0.086698,0.072803
4,171,37,2.3192,1,0.009566,0.012188,0.16216,0.033863,0.17954,0.261998,0.225817,0.144622,0.076993,0.041672,0.035494
4,174,37,2.4603,1,0.009222,0.011498,0.16216,0.034813,0.1831,0.260629,0.215817,0.138168,0.079549,0.046968,0.040955
4,177,32,1.9208,1,0.009987,0.013173,0.03125,0.029771,0.168165,0.269709,0.245489,0.147236,0.067865,0.035089,0.036677
4,179,11,4.1894,0,0.008449,0.009186,0.09091,0.011226,0.067969,0.128867,0.163928,0.173079,0.168965,0.15313,0.132835
4,180,61,3.0085,1,0.009637,0.014483,0.18033,0.04852,0.196246,0.252143,0.232712,0.136599,0.064279,0.037051,0.03245
4,181,22,3.0029,1,0.00948,0.012554,0.22727,0.021184,0.115578,0.192584,0.218198,0.187674,0.129448,0.081041,0.054293
4,182,33,1.8153,1,0.010197,0.014079,0.18182,0.030761,0.175308,0.284112,0.257503,0.147637,0.059973,0.022649,0.022057
4,183,15,2.8239,1,0.008993,0.010453,0.06667,0.015139,0.093429,0.177317,0.206714,0.175057,0.133226,0.108042,0.091077
4,184,70,1.939,1,0.010391,0.01499,0.05714,0.059606,0.285842,0.332539,0.189475,0.063654,0.020266,0.022355,0.026264
4,185,37,2.5411,1,0.010773,0.013409,0.10811,0.032728,0.174526,0.259128,0.231473,0.152326,0.07826,0.039343,0.032218
4,188,138,4.188,2,0.012459,0.022402,0.21014,0.078452,0.249207,0.36687,0.203624,0.056373,0.013342,0.017141,0.01499
4,189,102,4.8185,2,0.010421,0.015281,0.17647,0.067409,0.201208,0.252237,0.217086,0.127378,0.065873,0.039888,0.028922
4,190,35,2.8274,1,0.009824,0.013071,0.05714,0.031187,0.161696,0.238838,0.225074,0.160763,0.094449,0.05202,0.035972
4,191,24,1.3259,1,0.00961,0.012771,0.45833,0.0229,0.139805,0.25654,0.271885,0.177891,0.072897,0.026057,0.032024
4,194,40,2.3938,1,0.009323,0.011556,0.175,0.036126,0.191823,0.272601,0.213891,0.126525,0.076563,0.047161,0.035311
4,195,50,4.1187,1,0.009122,0.011337,0.28,0.042454,0.178774,0.20993,0.20227,0.146729,0.097684,0.072859,0.0493
4,201,14,4.6374,0,0.008308,0.009138,0.07143,0.01362,0.075657,0.129661,0.162775,0.178763,0.170385,0.1468,0.12234
4,203,74,8.1201,2,0.009167,0.012863,0.12162,0.043568,0.144545,0.218709,0.216301,0.160095,0.099816,0.066198,0.050767
4,204,45,2.0864,1,0.00977,0.013233,0.13333,0.0401,0.211405,0.292147,0.211446,0.110121,0.065635,0.040365,0.028781
4,206,15,1.9831,1,0.010239,0.012956,0.0,0.014283,0.090726,0.181878,0.227759,0.202132,0.141974,0.086627,0.054621
4,207,15,1.6878,1,0.009837,0.012381,0.33333,0.014587,0.093446,0.189847,0.240172,0.210818,0.138684,0.072463,0.039983
4,208,11,2.6096,1,0.009589,0.011914,0.27273,0.011237,0.071928,0.147131,0.192803,0.188102,0.157548,0.126026,0.105226
4,209,51,4.3985,2,0.009769,0.01345,0.35294,0.041226,0.169341,0.239058,0.23851,0.153904,0.081324,0.042884,0.033753
4,210,32,1.6075,1,0.009875,0.01383,0.28125,0.029851,0.173374,0.288141,0.262037,0.14036,0.050359,0.026123,0.029755
4,212,10,1.7168,0,0.008983,0.010317,0.1,0.009815,0.065257,0.142858,0.203597,0.212304,0.176217,0.119897,0.070055
4,214,43,1.8578,1,0.010626,0.015659,0.16279,0.037555,0.204128,0.299861,0.233481,0.115632,0.050755,0.02942,0.02917
4,215,8,1.9003,0,0.008841,0.009647,0.0,0.008325,0.055946,0.125204,0.185054,0.203953,0.183666,0.140871,0.09698
4,218,9,1.7298,0,0.008821,0.009862,0.33333,0.009256,0.061784,0.136324,0.196684,0.20876,0.177903,0.126927,0.082361
4,223,71,3.7736,2,0.010409,0.016964,0.23944,0.051025,0.186576,0.279044,0.250495,0.122551,0.048213,0.029299,0.032797
4,224,20,1.7745,1,0.009482,0.012544,0.4,0.01916,0.11834,0.223868,0.254344,0.193931,0.108746,0.050591,0.031021
4,225,43,3.3697,1,0.009961,0.013659,0.34884,0.03666,0.176096,0.236089,0.215947,0.152739,0.092114,0.056098,0.034256
4,226,18,1.9965,1,0.009322,0.011495,0.38889,0.017626,0.1092,0.207812,0.238817,0.187756,0.116315,0.06998,0.052494
4,227,46,2.4014,1,0.010139,0.013944,0.19565,0.040013,0.207242,0.287839,0.224726,0.120285,0.05583,0.034793,0.029273
4,228,58,1.3491,1,0.013308,0.023198,0.08621,0.046836,0.250143,0.347285,0.228569,0.070432,0.017888,0.020031,0.018817
4,229,29,2.3125,1,0.009744,0.013168,0.31034,0.027249,0.153864,0.255325,0.253178,0.163009,0.07262,0.035474,0.039282
4,231,11,2.3736,0,0.008599,0.009269,0.0,0.011164,0.070924,0.144202,0.191148,0.194136,0.169704,0.130283,0.088438
4,232,13,2.7081,1,0.008983,0.010441,0.23077,0.013387,0.082064,0.15514,0.184755,0.169444,0.14683,0.130842,0.117537
4,233,16,1.9684,1,0.008962,0.010969,0.125,0.01594,0.099623,0.19402,0.234255,0.200613,0.136285,0.077674,0.041589
4,234,14,2.1975,1,0.009073,0.010568,0.14286,0.01393,0.088,0.174772,0.216911,0.1933,0.142106,0.098104,0.072877
4,235,25,2.5347,1,0.008772,0.010744,0.08,0.023761,0.134098,0.220416,0.223956,0.174411,0.116234,0.066561,0.040562
4,236,13,2.8732,1,0.010225,0.013886,0.07692,0.012533,0.079144,0.157245,0.196231,0.1796,0.144009,0.120006,0.111232
4,237,24,7.6505,1,0.008818,0.011146,0.33333,0.020506,0.085764,0.146126,0.188843,0.186192,0.148942,0.11894,0.104688
4,240,46,2.3184,1,0.010174,0.013822,0.04348,0.040802,0.209608,0.286554,0.223074,0.12476,0.057878,0.029914,0.02741
4,241,20,2.0905,1,0.009221,0.011662,0.0,0.019056,0.116803,0.218468,0.246453,0.190309,0.113029,0.058978,0.036904
4,243,44,2.9099,1,0.00946,0.012923,0.22727,0.038894,0.191387,0.254727,0.21577,0.14405,0.079436,0.043756,0.03198
4,244,21,1.3358,1,0.009889,0.012735,0.04762,0.020033,0.124746,0.238351,0.269894,0.195202,0.091546,0.031368,0.028861
4,245,13,2.2115,1,0.008784,0.010419,0.07692,0.013285,0.084587,0.171196,0.219936,0.204971,0.153283,0.096037,0.056704
4,246,11,1.4928,0,0.008825,0.010197,0.0,0.011465,0.075596,0.16249,0.223901,0.220094,0.164946,0.094744,0.046764
4,247,12,3.0112,1,0.009007,0.010393,0.16667,0.012043,0.074626,0.144917,0.181881,0.17973,0.163231,0.138218,0.105354
4,248,20,2.4812,1,0.009109,0.011232,0.1,0.019449,0.116851,0.2115,0.232175,0.183209,0.1223,0.073336,0.041181
4,249,33,3.8759,1,0.00976,0.012629,0.18182,0.029359,0.14914,0.215632,0.211048,0.169004,0.11461,0.069706,0.0415
4,250,21,2.0266,1,0.009458,0.012347,0.04762,0.020452,0.123909,0.227358,0.251083,0.189594,0.107423,0.04969,0.030492
4,251,23,4.4262,1,0.009412,0.012553,0.17391,0.021775,0.109005,0.172839,0.209163,0.190417,0.134548,0.09051,0.071743
4,252,13,2.0693,1,0.008731,0.010876,0.0,0.013502,0.085977,0.173381,0.219818,0.199778,0.146633,0.096069,0.064842
4,256,64,3.7534,2,0.009686,0.012925,0.09375,0.048872,0.170461,0.257059,0.268433,0.135367,0.055131,0.031109,0.033569
4,258,13,2.3073,1,0.009607,0.011759,0.0,0.012792,0.081921,0.167346,0.217131,0.20423,0.154939,0.100341,0.0613
4,259,119,3.2313,2,0.010746,0.018769,0.15966,0.083463,0.268111,0.291335,0.20533,0.07848,0.02815,0.024184,0.020946
4,260,83,2.8789,2,0.010776,0.015986,0.08434,0.065631,0.266354,0.285496,0.218162,0.095692,0.029073,0.019381,0.02021
4,263,16,2.223,0,0.009107,0.010247,0.25,0.015636,0.09455,0.174701,0.202733,0.180168,0.144797,0.108862,0.078553
4,264,43,1.436,1,0.010879,0.016007,0.25581,0.037926,0.211609,0.322373,0.249933,0.100577,0.026346,0.023011,0.028226
4,266,31,1.8158,1,0.009982,0.014447,0.29032,0.029212,0.168227,0.277864,0.257544,0.149716,0.061642,0.027404,0.028392
4,267,10,1.68,0,0.009108,0.010294,0.3,0.009756,0.064938,0.142473,0.203702,0.213218,0.177431,0.120183,0.068298
4,268,58,2.3112,1,0.01043,0.013899,0.10345,0.049966,0.236832,0.287549,0.215473,0.124342,0.04253,0.01596,0.027348
4,269,8,1.0158,0,0.008663,0.009023,0.0,0.007684,0.052593,0.12172,0.188049,0.216462,0.198436,0.142435,0.072621
4,270,13,4.9723,1,0.009113,0.010824,0.07692,0.013073,0.079277,0.147683,0.174926,0.163656,0.147941,0.139368,0.134077
4,273,8,429781.8822,0,0.008384,0.009175,0.375,0.008409,0.055051,0.117455,0.16347,0.172773,0.162809,0.157101,0.162933
4,275,12,1.9757,1,0.009063,0.01053,0.08333,0.012152,0.078457,0.16209,0.211598,0.197558,0.148761,0.104449,0.084934
4,277,26,1.6337,1,0.009896,0.013232,0.03846,0.024555,0.146152,0.256273,0.257666,0.166392,0.080211,0.039402,0.02935
4,278,22,1.8267,1,0.009482,0.01204,0.04545,0.021424,0.129058,0.233177,0.249779,0.181211,0.101716,0.051014,0.032622
4,279,16,3.3371,0,0.008754,0.010338,0.0,0.015492,0.086293,0.145209,0.1706,0.175005,0.161741,0.135294,0.110366
4,282,23,1.9743,1,0.009632,0.012562,0.17391,0.021799,0.131108,0.236144,0.251837,0.181857,0.101538,0.049153,0.026566
4,283,8,4.2698,0,0.008237,0.009029,0.5,0.009027,0.057096,0.115689,0.15518,0.166496,0.166894,0.165982,0.163637
