t,norm,peak,PR,R_rms,r50,r80,r90,Vmem_peak,Vmem_mean,k_star,k_star_L,crystallinity,M1,M2,M3,finite,n_det,n_raw,pair_sep,pair_sep_com,n_blobs_ok,ax,ay,az,bx,by,bz,mass_a,mass_b,peak_a,peak_b,two_blobs,peak_n_cells_half,peak_r_cells,peak_width_phys,artifact_1_2_cells,N,dx
6.4,15467.260427701414,3.587911915567555,18876.524480569555,16.014758234402105,15.748015748023622,19.248376554920156,20.91650066335189,5.90773991754161,1.7730690239241045,10.701049976290232,342.4335992412874,0.9999956344416566,0.7056512712775034,0.326491228329172,0.014799245191138028,True,0,8843,nan,6.989269307058493,0,-3.5000791277532226,-0.3204958990359472,-1.349620600078424,3.4737832645725852,-0.7522984264369903,-1.1802826042720103,32.84990768688609,29.14171297891864,2.030858973785482,1.9341331985372605,False,2420,8.328668673389645,4.1643343366948224,False,64,0.5
6.5,15638.074796743582,3.5264202405013645,18941.081102541182,16.011135089091372,15.748015748023622,19.248376554920156,20.92844953645635,6.8464131146734655,1.795622520520186,10.701049976290232,342.4335992412874,0.9999931648885031,0.706296737980583,0.33142294278006507,0.01530253829507948,True,0,8693,nan,7.148694897693379,1,-3.6378999380922927,-0.30444202157115186,-1.1295256795569912,3.497566651446185,-0.724712804003536,-1.240556122774814,30.877798906887364,33.511854631462086,2.6576982130787017,2.0192111447074477,False,2896,8.842396451724207,4.421198225862104,False,64,0.5
6.6000000000000005,15804.347089979285,3.5433721862581486,18999.44978527176,16.010185121965783,15.75595125658873,19.254869513969705,20.91650066335189,6.41509897888336,1.8177529591620865,10.701049976290232,342.4335992412874,0.999994730612059,0.705691102231497,0.33628087118346267,0.015815111915685534,True,0,8835,nan,7.26963734249415,0,-3.799819315246104,-0.3089995303488795,-1.0102948592289174,3.4490791130840854,-0.8001793249917419,-1.2549192171168961,29.384914694591494,35.010457749390156,2.163914855910336,2.1712279079930017,False,2878,8.824038482408334,4.412019241204167,False,64,0.5
6.7,15976.274813745815,3.393160549066306,19000.527750539346,16.007072803995197,15.748015748023622,19.248376554920156,20.92844953645635,6.672847564030977,1.8398339967706265,10.701049976290232,342.4335992412874,0.9999919357496289,0.7028425749173832,0.33976294297259574,0.016273185332154546,True,0,8687,nan,7.270170943863667,1,-3.8154689973315357,-0.3412282274032137,-0.9705083003504242,3.4328814833296377,-0.8564344291383286,-1.1971433201336357,28.432318660043286,34.83741010281966,1.9880167619832623,2.5321790544045286,False,3861,9.732036537886879,4.8660182689434395,False,64,0.5
6.8,16143.214544314018,4.7703623151838235,19083.106879702573,16.003956323937768,15.732132722552274,19.254869513969705,20.93442141545832,7.131552142089139,1.8618727376061257,10.701049976290232,342.4335992412874,0.9999916070945166,0.703746422235941,0.34481439107729916,0.016816405063862123,True,0,8277,nan,7.296845660448845,0,-3.7746937696619423,-0.2537990696544252,-0.9712763981129537,3.505516052903591,-0.7265310949224641,-1.1092110352330167,29.338309588106128,35.56137095877223,2.2917664260164954,2.364617509494328,False,314,4.216450565354244,2.108225282677122,False,64,0.5
6.9,16308.81700188917,4.247822236908825,19052.141139385352,15.99977377102734,15.732132722552274,19.248376554920156,20.91650066335189,6.516698998996732,1.88377203106887,10.701049976290232,342.4335992412874,0.9999866955106895,0.7004168590191208,0.34774344795083856,0.017266268539482082,True,0,8463,nan,7.252972871635586,2,-3.690787870514809,-0.17797315804594938,-0.8770374889241666,3.556836986839908,-0.42747193993823274,-1.000729693892966,32.86074867112402,39.437690639042245,2.6093456619788076,2.5641561004798183,False,993,6.188996157606584,3.094498078803292,False,64,0.5
7.0,16464.19885436845,3.882228327886212,19066.325834931195,15.995203659817257,15.724185193516387,19.241881404893856,20.910523666326483,7.324338517700524,1.9051007644269915,10.701049976290232,342.4335992412874,0.9999900070689255,0.7001852275801637,0.3518158244880486,0.017781539521184102,True,0,8584,nan,7.161134773254375,2,-3.5514777572851095,-0.034551246017890946,-0.7101898884846918,3.607327458931536,-0.0946576015820817,-0.882661170161164,41.125379693832976,43.627487332136795,3.466272991167192,2.7151963477145253,False,2002,7.818530858819583,3.9092654294097917,False,64,0.5
7.1000000000000005,16623.07032811677,3.673903806745765,19123.107836972744,15.98813372642391,15.724185193516387,19.222382786741086,20.910523666326483,7.076108951346589,1.92603192432094,10.701049976290232,342.4335992412874,0.9999893314939678,0.7000497393998119,0.3563918050206174,0.01833372714319696,True,0,8599,nan,7.069543307588802,2,-3.3682103518322215,-0.03201174884347502,-0.6089754392231868,3.698894569812861,0.07402628014762769,-0.7613780006883992,47.19889153687441,44.30745095616999,2.5474582171089963,2.8480301034504842,False,3032,8.978701410849059,4.489350705424529,False,64,0.5
7.2,16777.247446253336,3.906519160756404,19209.364916728777,15.982218145243154,15.724185193516387,19.215878850575635,20.89258241577618,6.68351251041719,1.9470661789862904,10.701049976290232,342.4335992412874,0.9999927968130736,0.7014009345440331,0.3616232041607081,0.01893173093099605,True,0,8522,nan,7.080560030789766,1,-3.3222649391791457,-0.10513659751275206,-0.6577964631839457,3.749373044446749,0.21737750593369753,-0.806964929138374,45.939094975519694,42.63860096817143,3.0713256236958575,2.5374472687415426,False,2112,7.959181984758356,3.979590992379178,False,64,0.5
7.3,16942.185401102906,3.792574124871926,19189.017577446266,15.973818250018462,15.724185193516387,19.209372712298546,20.868636754709208,6.533130931688195,1.9677504787706188,10.701049976290232,342.4335992412874,0.9999884498615301,0.6979602266282235,0.3642587209276677,0.019404384378728743,True,0,8447,nan,7.066998518969384,0,-3.399340100509889,-0.0645492004409789,-0.6451385464319053,3.6546517156666667,0.30869779923134644,-0.8557429188111438,41.23057014020745,35.38033216856056,2.3302746543185826,2.4829335701593487,False,2720,8.659512263096044,4.329756131548022,False,64,0.5
7.4,17094.298764379626,3.8248119951676487,19239.72861222851,15.968595666031817,15.732132722552274,19.20286436967152,20.850659461993043,6.124097707412556,1.9883630340793927,10.701049976290232,342.4335992412874,0.999990453370785,0.6987184130144131,0.3686818949577049,0.019981862171009165,True,0,8436,nan,6.916305826845058,0,-3.3255992080819468,0.04049521322462368,-0.6253171952283552,3.5816176185524,0.3496455909334202,-0.7987185916262618,37.86358546504339,32.191214321207255,2.4578112236354817,2.502552405287346,False,2590,8.519296202857477,4.259648101428739,False,64,0.5
7.5,17247.173485588537,3.8297008291047914,19273.275252170697,15.961439931609014,15.724185193516387,19.196353820452465,20.83266665599966,6.5787686633575655,2.008888455782218,10.701049976290232,342.4335992412874,0.9999943342539455,0.6978396976698847,0.3726670860802762,0.02054570358666086,True,0,8490,nan,6.991822487601,1,-3.340987166057257,0.09767908473510545,-0.6090459940239228,3.6450148707699306,0.376135579146073,-0.6708458345558643,32.57025039728017,33.35283107505391,2.9570135255998125,2.409247608842636,False,2704,8.64249942504545,4.321249712522725,False,64,0.5
7.6000000000000005,17415.86408959087,3.8781254193275254,19341.966985608415,15.957779185417618,15.708278072405008,19.189841062395487,20.81465829649865,6.3228103765545045,2.029572170473263,10.701049976290232,342.4335992412874,0.9999942545434272,0.6976154649218296,0.3765308027054778,0.02111390514704778,True,0,8468,nan,7.122795100431581,0,-3.3441600817313777,0.10354721001638367,-0.4855885036941192,3.763582335733684,0.5600320901583551,-0.5619385128744092,31.840086020105247,35.24821107114586,1.9555429154159305,2.5479075485583884,False,2576,8.503918378444457,4.251959189222228,False,64,0.5
7.7,17572.243544971854,4.207260264577592,19444.53718649735,15.955907331974931,15.700318468107582,19.189841062395487,20.81465829649865,6.722506785105113,2.0506065620833276,10.701049976290232,342.4335992412874,0.9999934885644052,0.6997465182812173,0.38155008691163317,0.021756737917688108,True,0,8497,nan,7.314855892621999,0,-3.336605985446946,0.07504624332603882,-0.25096502921640784,3.941817938792383,0.7299217656511274,-0.5715893563452017,30.763979698862205,33.357498947688114,2.3514774496940607,2.417567906005891,False,1492,7.088593485493209,3.5442967427466043,False,64,0.5
7.8,17719.81697042646,4.265514820175365,19431.917046698007,15.955786832175262,15.692354826475215,19.196353820452465,20.838665984174707,6.4074192747466,2.0709489590436094,10.701049976290232,342.4335992412874,0.9999951727724091,0.6982082532730916,0.38459758099567115,0.022297816207355183,True,0,8303,nan,7.455274195080441,0,-3.3271041405852237,0.027223461628238965,-0.023847655710687476,4.0707296788227225,0.7540476602245754,-0.5938429965610688,31.287476730900078,33.54414868241449,2.0757911023711477,2.6066628690983533,False,1448,7.018214714693441,3.5091073573467204,False,64,0.5
7.9,17881.767428158055,3.5603273572794354,19503.49453670325,15.955331065122408,15.668439615992398,19.196353820452465,20.868636754709208,6.295660149820903,2.091256115940923,10.701049976290232,342.4335992412874,0.9999924617311897,0.6993209146286782,0.38859836006820075,0.022903285648688564,True,0,8420,nan,7.547015455074893,0,-3.339075828531712,0.0025886776243986276,0.1453637699657655,4.129614372805754,0.7208893290126142,-0.6671343099090592,29.671465875994052,31.018955438149085,2.4321088842784695,2.600941124396458,False,4783,10.45210884910238,5.22605442455119,False,64,0.5
8.0,18033.373158696806,4.187884750397241,19579.9305252358,15.955964574156999,15.660459763365825,19.20286436967152,20.8806130178211,6.829865870894554,2.111596363658588,10.701049976290232,342.4335992412874,0.9999914173827795,0.6996729146691936,0.3930609365019511,0.02354743194335433,True,0,8349,nan,7.579221443363617,0,-3.342789186841168,-0.022318655197162585,0.19062102545565196,4.139101023516844,0.7225528115586215,-0.7638856878287061,28.657909441022547,29.68002887496521,1.8543446553819678,2.040876880303967,False,1706,7.412478940571143,3.7062394702855714,False,64,0.5
