kind,seed,family,score,best,best_score,kstar_used,kstar_own,kstarL_used,n_shell,C,C_star,M
isotropic_ownk,6,BCC,0.46830376258929424,FCC,1.0,16.336281798666924,16.336281798666924,326.7256359733385,200,0.9999635861185251,0.0008282644105661147,
isotropic_ownk,6,FCC,1.0,FCC,1.0,16.336281798666924,16.336281798666924,326.7256359733385,200,0.9999635861185251,0.0008282644105661147,
isotropic_ownk,6,HCP,0.0,FCC,1.0,16.336281798666924,16.336281798666924,326.7256359733385,200,0.9999635861185251,0.0008282644105661147,
isotropic_inj,6,SC,0.5210130950232985,HCP,0.6941210904915631,0.3141592653589793,16.336281798666924,6.283185307179586,18,0.9999635861185251,0.0008282644105661147,
isotropic_inj,6,BCC,0.4789869049767017,HCP,0.6941210904915631,0.3141592653589793,16.336281798666924,6.283185307179586,18,0.9999635861185251,0.0008282644105661147,
isotropic_inj,6,FCC,0.0,HCP,0.6941210904915631,0.3141592653589793,16.336281798666924,6.283185307179586,18,0.9999635861185251,0.0008282644105661147,
isotropic_inj,6,HCP,0.6941210904915631,HCP,0.6941210904915631,0.3141592653589793,16.336281798666924,6.283185307179586,18,0.9999635861185251,0.0008282644105661147,
isotropic_ownk,7,SC,0.5304653213008802,BCC,0.728289293563445,0.6283185307179586,0.6283185307179586,12.566370614359172,62,0.9999767074166097,0.00027825920038411755,
isotropic_ownk,7,BCC,0.728289293563445,BCC,0.728289293563445,0.6283185307179586,0.6283185307179586,12.566370614359172,62,0.9999767074166097,0.00027825920038411755,
isotropic_ownk,7,FCC,0.46953467869912013,BCC,0.728289293563445,0.6283185307179586,0.6283185307179586,12.566370614359172,62,0.9999767074166097,0.00027825920038411755,
isotropic_ownk,7,HCP,0.5449253528422826,BCC,0.728289293563445,0.6283185307179586,0.6283185307179586,12.566370614359172,62,0.9999767074166097,0.00027825920038411755,
isotropic_inj,7,SC,0.35791081425286075,BCC,0.6420891857471391,0.3141592653589793,0.6283185307179586,6.283185307179586,18,0.9999767074166097,0.00027825920038411755,
isotropic_inj,7,BCC,0.6420891857471391,BCC,0.6420891857471391,0.3141592653589793,0.6283185307179586,6.283185307179586,18,0.9999767074166097,0.00027825920038411755,
isotropic_inj,7,FCC,0.0,BCC,0.6420891857471391,0.3141592653589793,0.6283185307179586,6.283185307179586,18,0.9999767074166097,0.00027825920038411755,
isotropic_inj,7,HCP,0.47364594524476833,BCC,0.6420891857471391,0.3141592653589793,0.6283185307179586,6.283185307179586,18,0.9999767074166097,0.00027825920038411755,
isotropic_ownk,8,SC,0.28017374812434814,BCC,0.7198262518756519,0.3141592653589793,0.3141592653589793,6.283185307179586,18,0.9999658064878748,0.0001166883522653824,
isotropic_ownk,8,BCC,0.7198262518756519,BCC,0.7198262518756519,0.3141592653589793,0.3141592653589793,6.283185307179586,18,0.9999658064878748,0.0001166883522653824,
isotropic_ownk,8,FCC,0.0,BCC,0.7198262518756519,0.3141592653589793,0.3141592653589793,6.283185307179586,18,0.9999658064878748,0.0001166883522653824,
isotropic_ownk,8,HCP,0.517813942887661,BCC,0.7198262518756519,0.3141592653589793,0.3141592653589793,6.283185307179586,18,0.9999658064878748,0.0001166883522653824,
isotropic_inj,8,SC,0.28017374812434814,BCC,0.7198262518756519,0.3141592653589793,0.3141592653589793,6.283185307179586,18,0.9999658064878748,0.0001166883522653824,
isotropic_inj,8,BCC,0.7198262518756519,BCC,0.7198262518756519,0.3141592653589793,0.3141592653589793,6.283185307179586,18,0.9999658064878748,0.0001166883522653824,
isotropic_inj,8,FCC,0.0,BCC,0.7198262518756519,0.3141592653589793,0.3141592653589793,6.283185307179586,18,0.9999658064878748,0.0001166883522653824,
isotropic_inj,8,HCP,0.517813942887661,BCC,0.7198262518756519,0.3141592653589793,0.3141592653589793,6.283185307179586,18,0.9999658064878748,0.0001166883522653824,
isotropic_ownk,9,SC,0.44877721380669733,HCP,0.61274266299806,0.3141592653589793,0.3141592653589793,6.283185307179586,18,0.9999587576848283,8.692170581448298e-05,
isotropic_ownk,9,BCC,0.5512227861933028,HCP,0.61274266299806,0.3141592653589793,0.3141592653589793,6.283185307179586,18,0.9999587576848283,8.692170581448298e-05,
isotropic_ownk,9,FCC,0.0,HCP,0.61274266299806,0.3141592653589793,0.3141592653589793,6.283185307179586,18,0.9999587576848283,8.692170581448298e-05,
isotropic_ownk,9,HCP,0.61274266299806,HCP,0.61274266299806,0.3141592653589793,0.3141592653589793,6.283185307179586,18,0.9999587576848283,8.692170581448298e-05,
isotropic_inj,9,SC,0.44877721380669733,HCP,0.61274266299806,0.3141592653589793,0.3141592653589793,6.283185307179586,18,0.9999587576848283,8.692170581448298e-05,
